BirdID,LatinName,GermanName,EnglishName
0,Abroscopus albogularis,Rostwangen-Dickichtsänger,Rufous-faced Warbler
1,Abroscopus schisticeps,Schieferkopf-Dickichtsänger,Black-faced Warbler
2,Abroscopus superciliaris,Bambusdickichtsänger,Yellow-bellied Warbler
3,Aburria aburri,Lappenguan,Wattled Guan
4,Acanthagenys rufogularis,Braunkehl-Honigfresser,Spiny-cheeked Honeyeater
5,Acanthidops bairdi,Vulkanammertangare,Peg-billed Finch
6,Acanthis cabaret,Alpenbirkenzeisig,Lesser Redpoll
7,Acanthis flammea,Taigabirkenzeisig,Common Redpoll
8,Acanthis hornemanni,Polarbirkenzeisig,Arctic Redpoll
9,Acanthisitta chloris,Grünstummelschwanz,Rifleman
10,Acanthiza apicalis,Stelzschwanz-Dornschnabel,Inland Thornbill
11,Acanthiza chrysorrhoa,Gelbbürzel-Dornschnabel,Yellow-rumped Thornbill
12,Acanthiza ewingii,Tasmandornschnabel,Tasmanian Thornbill
13,Acanthiza inornata,Walddornschnabel,Western Thornbill
14,Acanthiza lineata,Stricheldornschnabel,Striated Thornbill
15,Acanthiza nana,Gelbbauch-Dornschnabel,Yellow Thornbill
16,Acanthiza pusilla,Roststirn-Dornschnabel,Brown Thornbill
17,Acanthiza reguloides,Goldhähnchen-Dornschnabel,Buff-rumped Thornbill
18,Acanthiza uropygialis,Braunbürzel-Dornschnabel,Chestnut-rumped Thornbill
19,Acanthorhynchus superciliosus,Buntkopf-Honigfresser,Western Spinebill
20,Acanthorhynchus tenuirostris,Rotnacken-Honigfresser,Eastern Spinebill
21,Accipiter badius,Schikrasperber,Shikra
22,Accipiter bicolor,Zweifarbhabicht,Bicoloured Hawk
23,Accipiter cirrocephalus,Halsringsperber,Collared Sparrowhawk
24,Accipiter cooperii,Rundschwanzhabicht,Cooper's Hawk
25,Accipiter fasciatus,Bänderhabicht,Brown Goshawk
26,Accipiter gentilis,Habicht,Eurasian Goshawk
27,Accipiter gularis,Trillersperber,Japanese Sparrowhawk
28,Accipiter hiogaster,Inselhabicht,Variable Goshawk
29,Accipiter melanoleucus,Dominohabicht,Black Goshawk
30,Accipiter minullus,Zwergsperber,Little Sparrowhawk
31,Accipiter nisus,Sperber,Eurasian Sparrowhawk
32,Accipiter novaehollandiae,Grauhabicht,Grey Goshawk
33,Accipiter poliogaster,Graubauchhabicht,Grey-bellied Hawk
34,Accipiter soloensis,Froschsperber,Chinese Sparrowhawk
35,Accipiter striatus,Eckschwanzsperber,Sharp-shinned Hawk
36,Accipiter superciliosus,Tiny Hawk,Tiny Hawk
37,Accipiter tachiro,Afrikahabicht,African Goshawk
38,Accipiter trinotatus,Fleckschwanzsperber,Spot-tailed Goshawk
39,Accipiter trivirgatus,Schopfhabicht,Crested Goshawk
40,Accipiter virgatus,Besrasperber,Besra
41,Aceros nipalensis,Nepalhornvogel,Rufous-necked Hornbill
42,Achaetops pycnopygius,Klippensänger,Rockrunner
43,Acridotheres burmannicus,Burmamaina,Burmese Myna
44,Acridotheres cristatellus,Haubenmaina,Crested Myna
45,Acridotheres fuscus,Dschungelmaina,Jungle Myna
46,Acridotheres ginginianus,Ufermaina,Bank Myna
47,Acridotheres grandis,Riesenmaina,Great Myna
48,Acridotheres javanicus,Javamaina,Javan Myna
49,Acridotheres tristis,Hirtenmaina,Common Myna
50,Acris crepitans,Northern Cricket Frog,Northern Cricket Frog
51,Acris gryllus,Southern Cricket Frog,Southern Cricket Frog
52,Acrobatornis fonsecai,Plantagenschlüpfer,Pink-legged Graveteiro
53,Acrocephalus agricola,Feldrohrsänger,Paddyfield Warbler
54,Acrocephalus arundinaceus,Drosselrohrsänger,Great Reed Warbler
55,Acrocephalus australis,Australrohrsänger,Australian Reed Warbler
56,Acrocephalus baeticatus,African Reed Warbler,African Reed Warbler
57,Acrocephalus bistrigiceps,Brauenrohrsänger,Black-browed Reed Warbler
58,Acrocephalus concinens,Strauchrohrsänger,Blunt-winged Warbler
59,Acrocephalus dumetorum,Buschrohrsänger,Blyth's Reed Warbler
60,Acrocephalus gracilirostris,Kaprohrsänger,Lesser Swamp Warbler
61,Acrocephalus griseldis,Basrarohrsänger,Basra Reed Warbler
62,Acrocephalus melanopogon,Mariskenrohrsänger,Moustached Warbler
63,Acrocephalus newtoni,Madagaskarrohrsänger,Madagascar Swamp Warbler
64,Acrocephalus orientalis,Chinarohrsänger,Oriental Reed Warbler
65,Acrocephalus paludicola,Seggenrohrsänger,Aquatic Warbler
66,Acrocephalus palustris,Sumpfrohrsänger,Marsh Warbler
67,Acrocephalus rufescens,Papyrusrohrsänger,Greater Swamp Warbler
68,Acrocephalus schoenobaenus,Schilfrohrsänger,Sedge Warbler
69,Acrocephalus scirpaceus,Teichrohrsänger,Common Reed Warbler
70,Acrocephalus stentoreus,Stentorrohrsänger,Clamorous Reed Warbler
71,Acrocephalus tangorum,Mandschurenrohrsänger,Manchurian Reed Warbler
72,Acropternis orthonyx,Perlmanteltapaculo,Ocellated Tapaculo
73,Actenoides concretus,Malaienliest,Rufous-collared Kingfisher
74,Actenoides lindsayi,Tropfenliest,Spotted Kingfisher
75,Actenoides monachus,Einsiedlerliest,Green-backed Kingfisher
76,Actinodura cyanouroptera,Blauflügelsiva,Blue-winged Minla
77,Actinodura egertoni,Roststirn-Meisenhäherling,Rusty-fronted Barwing
78,Actinodura nipalensis,Nepalmeisenhäherling,Hoary-throated Barwing
79,Actinodura ramsayi,Brillenmeisenhäherling,Spectacled Barwing
80,Actinodura strigula,Bändersiva,Chestnut-tailed Minla
81,Actinodura waldeni,Waldenmeisenhäherling,Streak-throated Barwing
82,Actitis hypoleucos,Flussuferläufer,Common Sandpiper
83,Actitis macularius,Drosseluferläufer,Spotted Sandpiper
84,Actophilornis africanus,Blaustirn-Blatthühnchen,African Jacana
85,Adelomyia melanogenys,Schwarzohrkolibri,Speckled Hummingbird
86,Aechmophorus clarkii,Clarktaucher,Clark's Grebe
87,Aechmophorus occidentalis,Renntaucher,Western Grebe
88,Aegithalos caudatus,Schwanzmeise,Long-tailed Tit
89,Aegithalos concinnus,Schwarzkehl-Schwanzmeise,Black-throated Tit
90,Aegithalos glaucogularis,Silberkehl-Schwanzmeise,Silver-throated Tit
91,Aegithalos iouschistos,Rostwangen-Schwanzmeise,Black-browed Tit
92,Aegithalos niveogularis,Weißkehl-Schwanzmeise,White-throated Tit
93,Aegithina nigrolutea,Schwarzkappeniora,White-tailed Iora
94,Aegithina tiphia,Garteniora,Common Iora
95,Aegithina viridissima,Smaragdiora,Green Iora
96,Aegolius acadicus,Sägekauz,Northern Saw-whet Owl
97,Aegolius funereus,Raufußkauz,Tengmalm's Owl
98,Aegolius harrisii,Blassstirnkauz,Buff-fronted Owl
99,Aegolius ridgwayi,Ridgwaykauz,Unspotted Saw-whet Owl
100,Aegotheles cristatus,Baumhöhlenschwalm,Australian Owlet-nightjar
101,Aegypius monachus,Mönchsgeier,Black Vulture
102,Aerodramus bartschi,Marianensalangane,Mariana Swiftlet
103,Aerodramus fuciphagus,Weißnestsalangane,White-nest Swiftlet
104,Aerodramus maximus,Schwarznestsalangane,Black-nest Swiftlet
105,Aeronautes andecolus,Andensegler,Andean Swift
106,Aeronautes montivagus,Bergsegler,White-tipped Swift
107,Aeronautes saxatalis,Weißbrustsegler,White-throated Swift
108,Aethia pusilla,Zwergalk,Least Auklet
109,Aethia pygmaea,Bartalk,Whiskered Auklet
110,Aethopyga christinae,Hainannektarvogel,Fork-tailed Sunbird
111,Aethopyga gouldiae,Gouldnektarvogel,Mrs. Gould's Sunbird
112,Aethopyga ignicauda,Feuerschwanz-Nektarvogel,Fire-tailed Sunbird
113,Aethopyga nipalensis,Grünschwanz-Nektarvogel,Green-tailed Sunbird
114,Aethopyga saturata,Schwarzkehl-Nektarvogel,Black-throated Sunbird
115,Aethopyga siparaja,Karmesinnektarvogel,Crimson Sunbird
116,Aethopyga temminckii,Temmincknektarvogel,Temminck's Sunbird
117,Aethopyga vigorsii,Graubauch-Nektarvogel,Vigors's Sunbird
118,Agapornis canus,Grauköpfchen,Grey-headed Lovebird
119,Agapornis fischeri,Pfirsichköpfchen,Fischer's Lovebird
120,Agapornis personatus,Schwarzköpfchen,Yellow-collared Lovebird
121,Agapornis roseicollis,Rosenköpfchen,Rosy-faced Lovebird
122,Agapornis taranta,Tarantapapagei,Black-winged Lovebird
123,Agelaioides badius,Graustärling,Greyish Baywing
124,Agelaius phoeniceus,Rotflügelstärling,Red-winged Blackbird
125,Agelaius tricolor,Dreifarbenstärling,Tricoloured Blackbird
126,Agelasticus cyanopus,Einfarbstärling,Unicoloured Blackbird
127,Agelasticus thilius,Goldschulterstärling,Yellow-winged Blackbird
128,Agelasticus xanthophthalmus,Gelbaugenstärling,Pale-eyed Blackbird
129,Aglaiocercus coelestis,Langschwanzsylphe,Violet-tailed Sylph
130,Aglaiocercus kingii,Himmelssylphe,Long-tailed Sylph
131,Agriornis montanus,Schwarzschnabel-Hakentyrann,Black-billed Shrike-Tyrant
132,Agropsar philippensis,Violettrückenstar,Chestnut-cheeked Starling
133,Agropsar sturninus,Mongolenstar,Daurian Starling
134,Ailuroedus crassirostris,Grünlaubenvogel,Green Catbird
135,Ailuroedus maculosus,Tüpfellaubenvogel,Spotted Catbird
136,Aimophila notosticta,Oaxacaammer,Oaxaca Sparrow
137,Aimophila rufescens,Rostrückenammer,Rusty Sparrow
138,Aimophila ruficeps,Rostscheitelammer,Rufous-crowned Sparrow
139,Aix galericulata,Mandarinente,Mandarin Duck
140,Aix sponsa,Brautente,Wood Duck
141,Akletos goeldii,Goeldiameisenvogel,Goeldi's Antbird
142,Akletos melanoceps,Weißschulter-Ameisenvogel,White-shouldered Antbird
143,Alaemon alaudipes,Wüstenläuferlerche,Greater Hoopoe-Lark
144,Alauda arvensis,Feldlerche,Eurasian Skylark
145,Alauda gulgula,Orientfeldlerche,Oriental Skylark
146,Alaudala cheleensis,Salzlerche,Asian Short-toed Lark
147,Alaudala heinei,Turkestanlerche,Turkestan Short-toed Lark
148,Alaudala raytal,Uferlerche,Sand Lark
149,Alaudala rufescens,Stummellerche,Mediterranean Short-toed Lark
150,Alaudala somalica,Halsfleckenlerche,Somali Short-toed Lark
151,Alca torda,Tordalk,Razorbill
152,Alcedo atthis,Eisvogel,Common Kingfisher
153,Alcedo meninting,Menintingeisvogel,Blue-eared Kingfisher
154,Alcippe brunneicauda,Braunschwanz-Zweigdrossling,Brown Fulvetta
155,Alcippe fratercula,Yunnan-Zweigdrossling,Yunnan Fulvetta
156,Alcippe hueti,Huetzweigdrossling,Huet's Fulvetta
157,Alcippe morrisonia,Grauwangen-Zweigdrossling,Morrison's Fulvetta
158,Alcippe nipalensis,Nepalzweigdrossling,Nepal Fulvetta
159,Alcippe peracensis,Malaienzweigdrossling,Mountain Fulvetta
160,Alcippe poioicephala,Graukopf-Zweigdrossling,Brown-cheeked Fulvetta
161,Alcippe pyrrhoptera,Rotrücken-Zweigdrossling,Javan Fulvetta
162,Aleadryas rufinucha,Oliv-Haubendickkopf,Rufous-naped Bellbird
163,Alectoris barbara,Felsenhuhn,Barbary Partridge
164,Alectoris chukar,Chukarhuhn,Chukar
165,Alectoris graeca,Steinhuhn,Rock Partridge
166,Alectoris rufa,Rothuhn,Red-legged Partridge
167,Alectura lathami,Australbuschhuhn,Australian Brushturkey
168,Alethe castanea,Kastanienbraunschwanz,Fire-crested Alethe
169,Alethe diademata,Diadembraunschwanz,White-tailed Alethe
170,Alipiopsitta xanthops,Goldbauchamazone,Yellow-faced Parrot
171,Alisterus scapularis,Königssittich,Australian King-Parrot
172,Allenia fusca,Schuppenspottdrossel,Scaly-breasted Thrasher
173,Allonemobius allardi,Allard's Ground Cricket,Allard's Ground Cricket
174,Allonemobius tinnulus,Tinkling Ground Cricket,Tinkling Ground Cricket
175,Allonemobius walkeri,Walker's Ground Cricket,Walker's Ground Cricket
176,Alophoixus finschii,Finschbülbül,Finsch's Bulbul
177,Alophoixus flaveolus,Weißkehlbülbül,White-throated Bulbul
178,Alophoixus ochraceus,Ockerbauchbülbül,Ochraceous Bulbul
179,Alophoixus pallidus,Braunhaubenbülbül,Puff-throated Bulbul
180,Alophoixus phaeocephalus,Schwefelbülbül,Yellow-bellied Bulbul
181,Alophoixus tephrogenys,Grauwangenbülbül,Grey-cheeked Bulbul
182,Alopochelidon fucata,Fuchsschwalbe,Tawny-headed Swallow
183,Alopochen aegyptiaca,Nilgans,Egyptian Goose
184,Alouatta pigra,Mexican Black Howler Monkey,Mexican Black Howler Monkey
185,Amalocichla incerta,Zwergpittaschnäpper,Lesser Ground-Robin
186,Amandava amandava,Tüpfelastrild,Red Avadavat
187,Amaurolimnas concolor,Einfarbralle,Uniform Crake
188,Amaurornis isabellina,Isabellkielralle,Isabelline Bush-hen
189,Amaurornis moluccana,Roststeiß-Kielralle,Pale-vented Bush-hen
190,Amaurornis phoenicurus,Weißbrust-Kielralle,White-breasted Waterhen
191,Amaurospiza concolor,Indigokardinal,Blue Seedeater
192,Amaurospiza moesta,Dunkelkardinal,Blackish-blue Seedeater
193,Amazilia luciae,Hondurasamazilie,Honduran Emerald
194,Amazilia rutila,Zimtbauchamazilie,Cinnamon Hummingbird
195,Amazilia tzacatl,Braunschwanzamazilie,Rufous-tailed Hummingbird
196,Amazilia yucatanensis,Fahlbauchamazilie,Buff-bellied Hummingbird
197,Amazilis amazilia,Rostbauchamazilie,Amazilia Hummingbird
198,Amazona aestiva,Blaustirnamazone,Turquoise-fronted Parrot
199,Amazona agilis,Rotspiegelamazone,Black-billed Parrot
200,Amazona albifrons,Weißstirnamazone,White-fronted Parrot
201,Amazona amazonica,Venezuelaamazone,Orange-winged Parrot
202,Amazona auropalliata,Gelbnackenamazone,Yellow-naped Parrot
203,Amazona autumnalis,Rotstirnamazone,Red-lored Parrot
204,Amazona brasiliensis,Rotschwanzamazone,Red-tailed Parrot
205,Amazona dufresniana,Goldmaskenamazone,Blue-cheeked Parrot
206,Amazona farinosa,Mülleramazone,Mealy Parrot
207,Amazona festiva,Blaubrauenamazone,Festive Parrot
208,Amazona finschi,Blaukappenamazone,Lilac-crowned Parrot
209,Amazona kawalli,Kawallamazone,Kawall's Parrot
210,Amazona leucocephala,Kubaamazone,Cuban Parrot
211,Amazona mercenarius,Soldatenamazone,Scaly-naped Parrot
212,Amazona ochrocephala,Gelbscheitelamazone,Yellow-crowned Parrot
213,Amazona oratrix,Gelbkopfamazone,Yellow-headed Parrot
214,Amazona rhodocorytha,Rotscheitelamazone,Red-browed Parrot
215,Amazona tucumana,Tucumanamazone,Tucuman Parrot
216,Amazona ventralis,Hispaniolaamazone,Hispaniolan Parrot
217,Amazona vinacea,Taubenhalsamazone,Vinaceous-breasted Parrot
218,Amazona viridigenalis,Grünwangenamazone,Red-crowned Parrot
219,Amazona xantholora,Goldzügelamazone,Yellow-lored Parrot
220,Amazonetta brasiliensis,Amazonasente,Brazilian Teal
221,Amblycercus holosericeus,Gelbschnabelkassike,Yellow-billed Cacique
222,Amblycorypha alexanderi,Clicker Round-winged Katydid,Clicker Round-winged Katydid
223,Amblycorypha longinicta,Common Virtuoso Katydid,Common Virtuoso Katydid
224,Amblycorypha oblongifolia,Oblong-winged Katydid,Oblong-winged Katydid
225,Amblycorypha rotundifolia,Rattler Round-winged Katydid,Rattler Round-winged Katydid
226,Amblyornis newtoniana,Säulenlaubenvogel,Golden Bowerbird
227,Amblyospiza albifrons,Weißstirnweber,Grosbeak Weaver
228,Amblyramphus holosericeus,Rotkopfstärling,Scarlet-headed Blackbird
229,Ammodramus aurifrons,Gelbwangenammer,Yellow-browed Sparrow
230,Ammodramus humeralis,Wachtelammer,Grassland Sparrow
231,Ammodramus savannarum,Heuschreckenammer,Grasshopper Sparrow
232,Ammomanes cinctura,Sandlerche,Bar-tailed Lark
233,Ammomanes deserti,Steinlerche,Desert Lark
234,Ammomanes phoenicura,Rotschwanzlerche,Rufous-tailed Lark
235,Ammonastes pelzelni,Tüpfelwangen-Ameisenvogel,Grey-bellied Antbird
236,Ammospiza caudacuta,Spitzschwanzammer,Saltmarsh Sparrow
237,Ammospiza leconteii,Leconteammer,LeConte's Sparrow
238,Ammospiza maritima,Strandammer,Seaside Sparrow
239,Ammospiza nelsoni,Nelsonammer,Nelson's Sparrow
240,Ampelioides tschudii,Schuppenkotinga,Scaled Fruiteater
241,Ampelion rubrocristatus,Rotschopfkotinga,Red-crested Cotinga
242,Ampelion rufaxilla,Braunohrkotinga,Chestnut-crested Cotinga
243,Ampelornis griseiceps,Graukopf-Ameisenvogel,Grey-headed Antbird
244,Amphispiza bilineata,Schwarzkehlammer,Black-throated Sparrow
245,Amphispizopsis quinquestriata,Fünfstreifenammer,Five-striped Sparrow
246,Anabacerthia amaurotis,Rahmbrauen-Blattspäher,White-browed Foliage-gleaner
247,Anabacerthia lichtensteini,Schuppenscheitel-Blattspäher,Ochre-breasted Foliage-gleaner
248,Anabacerthia ruficaudata,Olivrücken-Blattspäher,Rufous-tailed Foliage-gleaner
249,Anabacerthia striaticollis,Weißbrillen-Blattspäher,Montane Foliage-gleaner
250,Anabacerthia variegaticeps,Ockerbrillen-Blattspäher,Scaly-throated Foliage-gleaner
251,Anabazenops dorsalis,Graubauch-Baumspäher,Dusky-cheeked Foliage-gleaner
252,Anabazenops fuscus,Halsband-Baumspäher,White-collared Foliage-gleaner
253,Anairetes alpinus,Graubrust-Tachurityrann,Ash-breasted Tit-Tyrant
254,Anairetes flavirostris,Gelbschnabel-Tachurityrann,Yellow-billed Tit-Tyrant
255,Anairetes nigrocristatus,Schwarzhauben-Tachurityrann,Black-crested Tit-Tyrant
256,Anairetes parulus,Meisentachurityrann,Tufted Tit-Tyrant
257,Anairetes reguloides,Streifenbauch-Tachurityrann,Pied-crested Tit-Tyrant
258,Anas acuta,Spießente,Northern Pintail
259,Anas andium,Andenente,Andean Teal
260,Anas castanea,Kastanienente,Chestnut Teal
261,Anas crecca,Krickente,Eurasian/Green-winged Teal
262,Anas diazi,Mexikoente,Mexican Duck
263,Anas flavirostris,Braunkopfente,Yellow-billed Teal
264,Anas fulvigula,Floridaente,Mottled Duck
265,Anas georgica,Spitzschwanzente,Yellow-billed Pintail
266,Anas gracilis,Australente,Grey Teal
267,Anas platyrhynchos,Stockente,Mallard
268,Anas poecilorhyncha,Indien-Fleckschnabelente,Indian Spot-billed Duck
269,Anas rubripes,Dunkelente,American Black Duck
270,Anas superciliosa,Augenbrauenente,Pacific Black Duck
271,Anas undulata,Gelbschnabelente,Yellow-billed Duck
272,Anas wyvilliana,Hawaiiente,Hawaiian Duck
273,Anas zonorhyncha,China-Fleckschnabelente,Eastern Spot-billed Duck
274,Anastomus oscitans,Silberklaffschnabel,Asian Openbill
275,Anaxipha exigua,Say's Trig,Say's Trig
276,Anaxyrus americanus,American Toad,American Toad
277,Anaxyrus canorus,Yosemite Toad,Yosemite Toad
278,Anaxyrus cognatus,Great Plains Toad,Great Plains Toad
279,Anaxyrus fowleri,Fowler's Toad,Fowler's Toad
280,Anaxyrus houstonensis,Houston Toad,Houston Toad
281,Anaxyrus microscaphus,Arizona Toad,Arizona Toad
282,Anaxyrus quercicus,Oak Toad,Oak Toad
283,Anaxyrus speciosus,Texas Toad,Texas Toad
284,Anaxyrus terrestris,Southern Toad,Southern Toad
285,Anaxyrus woodhousii,Woodhouse's Toad,Woodhouse's Toad
286,Ancistrops strigilatus,Hakenschnabel-Blattspäher,Chestnut-winged Hookbill
287,Andigena hypoglauca,Blautukan,Grey-breasted Mountain-Toucan
288,Andigena laminirostris,Leistenschnabeltukan,Plate-billed Mountain-Toucan
289,Andigena nigrirostris,Schwarzschnabeltukan,Black-billed Mountain-Toucan
290,Androdon aequatorialis,Zahnschnabelkolibri,Tooth-billed Hummingbird
291,Andropadus importunus,Dunkelbülbül,Sombre Greenbul
292,Anhima cornuta,Hornwehrvogel,Horned Screamer
293,Anhinga anhinga,Amerika-Schlangenhalsvogel,Anhinga
294,Anhinga melanogaster,Orient-Schlangenhalsvogel,Oriental Darter
295,Anhinga novaehollandiae,Austral-Schlangenhalsvogel,Australasian Darter
296,Anisognathus igniventris,Mennigohr-Bergtangare,Scarlet-bellied Mountain Tanager
297,Anisognathus lacrymosus,Tränenbergtangare,Lacrimose Mountain Tanager
298,Anisognathus somptuosus,Blauflügel-Bergtangare,Blue-winged Mountain Tanager
299,Anodorhynchus hyacinthinus,Hyazinthara,Hyacinth Macaw
300,Anodorhynchus leari,Learara,Indigo Macaw
301,Anorrhinus galeritus,Kurzschopf-Hornvogel,Bushy-crested Hornbill
302,Anous ceruleus,Blaunoddi,Blue-grey Noddy
303,Anous minutus,Weißkopfnoddi,Black Noddy
304,Anous stolidus,Braunnoddi,Brown Noddy
305,Anous tenuirostris,Schlankschnabelnoddi,Lesser Noddy
306,Anser albifrons,Blässgans,Greater White-fronted Goose
307,Anser anser,Graugans,Greylag Goose
308,Anser brachyrhynchus,Kurzschnabelgans,Pink-footed Goose
309,Anser caerulescens,Schneegans,Snow Goose
310,Anser canagicus,Kaisergans,Emperor Goose
311,Anser cygnoides,Schwanengans,Swan Goose
312,Anser erythropus,Zwerggans,Lesser White-fronted Goose
313,Anser fabalis,Waldsaatgans,Taiga Bean Goose
314,Anser indicus,Streifengans,Bar-headed Goose
315,Anser rossii,Zwergschneegans,Ross's Goose
316,Anser serrirostris,Tundrasaatgans,Tundra Bean Goose
317,Anseranas semipalmata,Spaltfußgans,Magpie Goose
318,Anthipes monileger,Diamantschnäpper,White-gorgeted Flycatcher
319,Anthipes solitaris,Roststirnschnäpper,Rufous-browed Flycatcher
320,Anthobaphes violacea,Goldbrust-Nektarvogel,Orange-breasted Sunbird
321,Anthochaera carunculata,Rotlappen-Honigfresser,Red Wattlebird
322,Anthochaera chrysoptera,Zimtflügel-Honigfresser,Little Wattlebird
323,Anthochaera lunulata,Zwerghonigfresser,Western Wattlebird
324,Anthochaera paradoxa,Gelblappen-Honigfresser,Yellow Wattlebird
325,Anthochaera phrygia,Warzenhonigfresser,Regent Honeyeater
326,Anthornis melanura,Maorihonigfresser,New Zealand Bellbird
327,Anthoscopus minutus,Kapbeutelmeise,Southern Penduline Tit
328,Anthoscopus musculus,Graubeutelmeise,Mouse-coloured Penduline Tit
329,Anthracoceros albirostris,Orienthornvogel,Oriental Pied-Hornbill
330,Anthracoceros coronatus,Malabarhornvogel,Malabar Pied-Hornbill
331,Anthracoceros malayanus,Malaienhornvogel,Black Hornbill
332,Anthracothorax nigricollis,Schwarzbrust-Mangokolibri,Black-throated Mango
333,Anthreptes malacensis,Braunkehl-Nektarvogel,Brown-throated Sunbird
334,Anthreptes orientalis,Schwalbennektarvogel,Eastern Violet-backed Sunbird
335,Anthropoides paradiseus,Paradieskranich,Blue Crane
336,Anthropoides virgo,Jungfernkranich,Demoiselle Crane
337,Anthus berthelotii,Kanarenpieper,Berthelot's Pipit
338,Anthus bogotensis,Paramopieper,Paramo Pipit
339,Anthus campestris,Brachpieper,Tawny Pipit
340,Anthus cervinus,Rotkehlpieper,Red-throated Pipit
341,Anthus chacoensis,Chacopieper,Pampas Pipit
342,Anthus cinnamomeus,Zimtspornpieper,African Pipit
343,Anthus correndera,Correnderapieper,Correndera Pipit
344,Anthus crenatus,Klippenpieper,Yellow-tufted Pipit
345,Anthus furcatus,Weißbauchpieper,Short-billed Pipit
346,Anthus godlewskii,Steppenpieper,Blyth's Pipit
347,Anthus gustavi,Petschorapieper,Pechora Pipit
348,Anthus hellmayri,Hellmayrpieper,Hellmayr's Pipit
349,Anthus hodgsoni,Waldpieper,Olive-backed Pipit
350,Anthus leucophrys,Braunrückenpieper,Plain-backed Pipit
351,Anthus lineiventris,Streifenpieper,Striped Pipit
352,Anthus lutescens,Savannenpieper,Yellowish Pipit
353,Anthus nattereri,Ockerbrustpieper,Ochre-breasted Pipit
354,Anthus novaeseelandiae,Neuseeland-Spornpieper,New Zealand Pipit
355,Anthus peruvianus,Perupieper,Peruvian Pipit
356,Anthus petrosus,Strandpieper,Rock Pipit
357,Anthus pratensis,Wiesenpieper,Meadow Pipit
358,Anthus richardi,Spornpieper,Richard's Pipit
359,Anthus roseatus,Rosenpieper,Rosy Pipit
360,Anthus rubescens,Pazifikpieper,Buff-bellied Pipit
361,Anthus rufulus,Orientspornpieper,Paddyfield Pipit
362,Anthus similis,Langschnabelpieper,Long-billed Pipit
363,Anthus spinoletta,Bergpieper,Water Pipit
364,Anthus spragueii,Präriepieper,Sprague's Pipit
365,Anthus sylvanus,Mattenpieper,Upland Pipit
366,Anthus trivialis,Baumpieper,Tree Pipit
367,Antigone antigone,Saruskranich,Sarus Crane
368,Antigone canadensis,Kanadakranich,Sandhill Crane
369,Antigone rubicunda,Brolgakranich,Brolga
370,Antigone vipio,Weißnackenkranich,White-naped Crane
371,Antilophia bokermanni,Weißbauchpipra,Araripe Manakin
372,Antilophia galeata,Schwarzbauchpipra,Helmeted Manakin
373,Antrostomus arizonae,Mexikonachtschwalbe,Mexican Whip-poor-will
374,Antrostomus badius,Belizenachtschwalbe,Yucatan Nightjar
375,Antrostomus carolinensis,Carolinanachtschwalbe,Chuck-will's-widow
376,Antrostomus noctitherus,Puerto-Rico-Nachtschwalbe,Puerto Rican Nightjar
377,Antrostomus ridgwayi,Braunhals-Nachtschwalbe,Buff-collared Nightjar
378,Antrostomus rufus,Rostnachtschwalbe,Rufous Nightjar
379,Antrostomus salvini,Salvinnachtschwalbe,Tawny-collared Nightjar
380,Antrostomus saturatus,Bergnachtschwalbe,Dusky Nightjar
381,Antrostomus sericocaudatus,Seidennachtschwalbe,Silky-tailed Nightjar
382,Antrostomus vociferus,Schwarzkehl-Nachtschwalbe,Eastern Whip-poor-will
383,Anumbius annumbi,Weißkehl-Bündelnister,Firewood-gatherer
384,Anurolimnas castaneiceps,Rotmaskenralle,Chestnut-headed Crake
385,Anurolimnas fasciatus,Streifenbauchralle,Black-banded Crake
386,Anurolimnas viridis,Amazonienralle,Russet-crowned Crake
387,Apalis alticola,Braunkopf-Feinsänger,Brown-headed Apalis
388,Apalis chapini,Chapinfeinsänger,Chapin's Apalis
389,Apalis cinerea,Graurücken-Feinsänger,Grey Apalis
390,Apalis flavida,Gelbbrust-Feinsänger,Yellow-breasted Apalis
391,Apalis jacksoni,Schwarzkehl-Feinsänger,Black-throated Apalis
392,Apalis melanocephala,Schwarzkopf-Feinsänger,Black-headed Apalis
393,Apalis personata,Kivufeinsänger,Black-faced Apalis
394,Apalis porphyrolaema,Bergfeinsänger,Chestnut-throated Apalis
395,Apalis ruddi,Flechtenfeinsänger,Rudd's Apalis
396,Apalis rufogularis,Weißbauch-Feinsänger,Buff-throated Apalis
397,Apalis sharpii,Kurzschwanz-Feinsänger,Sharpe's Apalis
398,Apalis thoracica,Halsband-Feinsänger,Bar-throated Apalis
399,Apaloderma narina,Narinatrogon,Narina Trogon
400,Apaloderma vittatum,Bergtrogon,Bar-tailed Trogon
401,Aphanotriccus audax,Schwarzschnabel-Schnäppertyrann,Black-billed Flycatcher
402,Aphanotriccus capitalis,Ockerbrust-Schnäppertyrann,Tawny-chested Flycatcher
403,Aphelocephala leucopsis,Fahlrücken-Weißstirnchen,Southern Whiteface
404,Aphelocoma californica,Kalifornienhäher,California Scrub-Jay
405,Aphelocoma coerulescens,Floridahäher,Florida Scrub-Jay
406,Aphelocoma ultramarina,Ultramarinhäher,Transvolcanic Jay
407,Aphelocoma unicolor,Einfarbhäher,Unicoloured Jay
408,Aphelocoma wollweberi,Mexikohäher,Mexican Jay
409,Aphelocoma woodhouseii,Woodhousehäher,Woodhouse's Scrub-Jay
410,Aphrastura spinicauda,Stachelschwanzschlüpfer,Thorn-tailed Rayadito
