BirdID,LatinName,GermanName,EnglishName
5269,Rhegmatorhina melanosticta,Grauschopf-Ameisenvogel,Hairy-crested Antbird
5270,Rhinocrypta lanceolata,Schopftapaculo,Crested Gallito
5271,Rhinopomastus cyanomelas,Glanzsichelhopf,Common Scimitarbill
5272,Rhinortha chlorophaea,Raffleskuckuck,Raffles's Malkoha
5273,Rhipidura albicollis,Weißkehl-Fächerschwanz,White-throated Fantail
5274,Rhipidura albiscapa,Graufächerschwanz,Grey Fantail
5275,Rhipidura albogularis,Indienfächerschwanz,Spot-breasted Fantail
5276,Rhipidura albolimbata,Hochland-Fächerschwanz,Friendly Fantail
5277,Rhipidura atra,Rabenfächerschwanz,Black Fantail
5278,Rhipidura aureola,Weißstirn-Fächerschwanz,White-browed Fantail
5279,Rhipidura brachyrhyncha,Gebirgsfächerschwanz,Dimorphic Fantail
5280,Rhipidura cyaniceps,Graukopf-Fächerschwanz,Blue-headed Fantail
5281,Rhipidura dryas,Arafurafächerschwanz,Arafura Fantail
5282,Rhipidura fuliginosa,Neuseeland-Fächerschwanz,New Zealand Fantail
5283,Rhipidura javanica,Malaienfächerschwanz,Malaysian Pied-Fantail
5284,Rhipidura leucophrys,Gartenfächerschwanz,Willie-wagtail
5285,Rhipidura leucothorax,Dickichtfächerschwanz,White-bellied Thicket-Fantail
5286,Rhipidura maculipectus,Sumpffächerschwanz,Black Thicket-Fantail
5287,Rhipidura nigritorquis,Philippinenfächerschwanz,Philippine Pied-Fantail
5288,Rhipidura perlata,Perlbrust-Fächerschwanz,Spotted Fantail
5289,Rhipidura rufifrons,Fuchsfächerschwanz,Australian Rufous Fantail
5290,Rhipidura rufiventris,Timorfächerschwanz,Northern Fantail
5291,Rhipidura teysmanni,Sulawesifächerschwanz,Sulawesi Fantail
5292,Rhipidura threnothorax,Tropfenfächerschwanz,Sooty Thicket-Fantail
5293,Rhipidura verreauxi,Fleckenfächerschwanz,New Caledonian Streaked Fantail
5294,Rhodinocichla rosea,Rosenbrust-Tangarenammer,Rosy Thrush-Tanager
5295,Rhodophoneus cruentus,Rosenwürger,Rosy-patched Bushshrike
5296,Rhodospingus cruentus,Purpurhaubentangare,Crimson-breasted Finch
5297,Rhodospiza obsoleta,Weißflügelgimpel,Desert Finch
5298,Rhodostethia rosea,Rosenmöwe,Ross's Gull
5299,Rhodothraupis celaeno,Halsbandkardinal,Crimson-collared Grosbeak
5300,Rhopias gularis,Perlenkehl-Ameisenschlüpfer,Star-throated Antwren
5301,Rhopophilus pekinensis,Pekinggrasmücke,Beijing Babbler
5302,Rhopornis ardesiacus,Bahiaameisenvogel,Slender Antbird
5303,Rhopospina alaudina,Lerchenammertangare,Band-tailed Sierra Finch
5304,Rhopospina caerulescens,Kobaltammertangare,Blue Finch
5305,Rhopospina fruticeti,Strauchammertangare,Mourning Sierra Finch
5306,Rhynchocyclus brevirostris,Augenring-Breitschnabeltyrann,Eye-ringed Flatbill
5307,Rhynchocyclus olivaceus,Amazonien-Breitschnabeltyrann,Eastern Olivaceous Flatbill
5308,Rhynchophanes mccownii,Weißkehl-Spornammer,Thick-billed Longspur
5309,Rhynchopsitta pachyrhyncha,Kiefernsittich,Thick-billed Parrot
5310,Rhynchopsitta terrisi,Maronenstirnsittich,Maroon-fronted Parrot
5311,Rhynchortyx cinctus,Graubrustwachtel,Tawny-faced Quail
5312,Rhynchospiza stolzmanni,Tumbesammer,Tumbes Sparrow
5313,Rhynchospiza strigiceps,Streifenscheitelammer,Chaco Sparrow
5314,Rhynchotus rufescens,Rotflügeltinamu,Red-winged Tinamou
5315,Rhynochetos jubatus,Kagu,Kagu
5316,Rhyticeros cassidix,Helmhornvogel,Knobbed Hornbill
5317,Rhyticeros plicatus,Papuahornvogel,Blyth's Hornbill
5318,Rhyticeros undulatus,Furchenhornvogel,Wreathed Hornbill
5319,Rhytipterna holerythra,Zimtschmucktyrann,Rufous Mourner
5320,Rhytipterna immunda,Hellbauch-Schmucktyrann,Pale-bellied Mourner
5321,Rhytipterna simplex,Grauschmucktyrann,Greyish Mourner
5322,Riparia chinensis,Graukehl-Uferschwalbe,Grey-throated Martin
5323,Riparia diluta,Fahluferschwalbe,Pale Martin
5324,Riparia paludicola,Braunkehl-Uferschwalbe,Plain Martin
5325,Riparia riparia,Uferschwalbe,Sand Martin
5326,Rissa tridactyla,Dreizehenmöwe,Black-legged Kittiwake
5327,Rollulus rouloul,Straußwachtel,Crested Partridge
5328,Roraimia adusta,Tepuistachelschwanz,Roraiman Barbtail
5329,Rostratula benghalensis,Goldschnepfe,Greater Painted-Snipe
5330,Rostrhamus sociabilis,Schneckenbussard,Snail Kite
5331,Rubigula erythropthalmos,Brillenbülbül,Spectacled Bulbul
5332,Rubigula flaviventris,Haubenbülbül,Black-crested Bulbul
5333,Rubigula gularis,Orangekehlbülbül,Flame-throated Bulbul
5334,Rupicola peruvianus,Andenfelsenhahn,Andean Cock-of-the-rock
5335,Rupicola rupicola,Tiefland-Felsenhahn,Guianan Cock-of-the-rock
5336,Rupornis magnirostris,Wegebussard,Roadside Hawk
5337,Rynchops niger,Amerikascherenschnabel,Black Skimmer
5338,Sakesphorus canadensis,Schwarzgesicht-Ameisenwürger,Black-crested Antshrike
5339,Sakesphorus cristatus,Silvery-cheeked Antshrike,Silvery-cheeked Antshrike
5340,Sakesphorus luctuosus,Trauerameisenwürger,Glossy Antshrike
5341,Salpinctes obsoletus,Felsenzaunkönig,Rock Wren
5342,Salpornis salvadori,Afrikastammsteiger,African Spotted Creeper
5343,Saltator albicollis,Antillensaltator,Lesser Antillean Saltator
5344,Saltator atriceps,Schwarzscheitelsaltator,Black-headed Saltator
5345,Saltator atripennis,Schwarzschwingensaltator,Black-winged Saltator
5346,Saltator aurantiirostris,Goldschnabelsaltator,Golden-billed Saltator
5347,Saltator cinctus,Maskensaltator,Masked Saltator
5348,Saltator coerulescens,Grausaltator,Bluish-grey Saltator
5349,Saltator fuliginosus,Papageischnabelsaltator,Black-throated Grosbeak
5350,Saltator grandis,Zimtbauchsaltator,Cinnamon-bellied Saltator
5351,Saltator grossus,Rotschnabelsaltator,Slate-coloured Grosbeak
5352,Saltator maxillosus,Dickschnabelsaltator,Thick-billed Saltator
5353,Saltator maximus,Buntkehlsaltator,Buff-throated Saltator
5354,Saltator nigriceps,Schwarzkopfsaltator,Black-cowled Saltator
5355,Saltator olivascens,Karibiksaltator,Olive-grey Saltator
5356,Saltator orenocensis,Zimtflankensaltator,Orinocan Saltator
5357,Saltator similis,Grünschwingensaltator,Green-winged Saltator
5358,Saltator striatipectus,Strichelsaltator,Streaked Saltator
5359,Saltatricula atricollis,Schwarzhalssaltator,Black-throated Saltator
5360,Saltatricula multicolor,Chacosaltator,Many-coloured Chaco Finch
5361,Sapayoa aenigma,Tyrannenbreitrachen,Sapayoa
5362,Sappho sparganurus,Goldschwanzsylphe,Red-tailed Comet
5363,Sarcops calvus,Kahlkopfatzel,Coleto
5364,Sarothrura elegans,Tropfenralle,Buff-spotted Flufftail
5365,Sarothrura insularis,Merinaralle,Madagascar Flufftail
5366,Sarothrura pulchra,Perlenralle,White-spotted Flufftail
5367,Sarothrura rufa,Rotbrustralle,Red-chested Flufftail
5368,Sasia abnormis,Malaienmausspecht,Rufous Piculet
5369,Sasia ochracea,Rötelmausspecht,White-browed Piculet
5370,Saucerottia beryllina,Beryllamazilie,Berylline Hummingbird
5371,Saucerottia cyanocephala,Blaukopfamazilie,Azure-crowned Hummingbird
5372,Saucerottia tobaci,Kupferbürzelamazilie,Copper-rumped Hummingbird
5373,Saundersilarus saundersi,Saundersmöwe,Saunders's Gull
5374,Saxicola caprata,Elsterschmätzer,Pied Bushchat
5375,Saxicola ferreus,Grauschmätzer,Grey Bushchat
5376,Saxicola maurus,Pallasschwarzkehlchen,Siberian Stonechat
5377,Saxicola rubetra,Braunkehlchen,Whinchat
5378,Saxicola rubicola,Schwarzkehlchen,European Stonechat
5379,Saxicola stejnegeri,Stejnegerschwarzkehlchen,Amur Stonechat
5380,Saxicola torquatus,Afrikaschwarzkehlchen,African Stonechat
5381,Sayornis nigricans,Schwarzkopf-Phoebetyrann,Black Phoebe
5382,Sayornis phoebe,Weißbauch-Phoebetyrann,Eastern Phoebe
5383,Sayornis saya,Zimtbauch-Phoebetyrann,Say's Phoebe
5384,Scaphiopus couchii,Couch's Spadefoot,Couch's Spadefoot
5385,Scelorchilus albicollis,Weißkehltapaculo,White-throated Tapaculo
5386,Scelorchilus rubecula,Rotkehltapaculo,Chucao Tapaculo
5387,Scenopoeetes dentirostris,Zahnlaubenvogel,Tooth-billed Bowerbird
5388,Schetba rufa,Rotvanga,Rufous Vanga
5389,Schiffornis aenea,Braunrückenbekarde,Foothill Schiffornis
5390,Schiffornis major,Rostbekarde,Varzea Schiffornis
5391,Schiffornis olivacea,Guyanabekarde,Olivaceous Schiffornis
5392,Schiffornis stenorhyncha,Rostflügelbekarde,Russet-winged Schiffornis
5393,Schiffornis turdina,Drosselbekarde,Brown-winged Schiffornis
5394,Schiffornis veraepacis,Trauerbekarde,Northern Schiffornis
5395,Schiffornis virescens,Olivbekarde,Greenish Schiffornis
5396,Schistes geoffroyi,Ost-Bunthalskolibri,Geoffroy's Daggerbill
5397,Schistochlamys melanopis,Schleiertangare,Black-faced Tanager
5398,Schistochlamys ruficapillus,Zimttangare,Cinnamon Tanager
5399,Schoenicola platyurus,Rundschwanzsänger,Broad-tailed Grassbird
5400,Schoenicola striatus,Borstenbuschsänger,Bristled Grassbird
5401,Schoeniophylax phryganophilus,Weißwangen-Dickichtschlüpfer,Chotoy Spinetail
5402,Schoeniparus brunneus,Dunkelzweigdrossling,Dusky Fulvetta
5403,Schoeniparus castaneceps,Kastanienzweigdrossling,Rufous-winged Fulvetta
5404,Schoeniparus cinereus,Gelbkehl-Zweigdrossling,Yellow-throated Fulvetta
5405,Schoeniparus dubius,Braunkappen-Zweigdrossling,Rusty-capped Fulvetta
5406,Schoeniparus rufogularis,Rotband-Zweigdrossling,Rufous-throated Fulvetta
5407,Sciaphylax castanea,Napoameisenvogel,Zimmer's Antbird
5408,Sciaphylax hemimelaena,Rotschwanz-Ameisenvogel,Chestnut-tailed Antbird
5409,Sciurus carolinensis,Eastern Gray Squirrel,Eastern Gray Squirrel
5410,Sclateria naevia,Silberameisenschnäpper,Silvered Antbird
5411,Scleroptila afra,Grauflügelfrankolin,Grey-winged Francolin
5412,Scleroptila gutturalis,Rebhuhnfrankolin,Orange River Francolin
5413,Scleroptila levaillantii,Rotflügelfrankolin,Red-winged Francolin
5414,Scleroptila shelleyi,Shelleyfrankolin,Shelley's Francolin
5415,Sclerurus albigularis,Graukehl-Laubwender,Grey-throated Leaftosser
5416,Sclerurus caudacutus,Weißkehl-Laubwender,Black-tailed Leaftosser
5417,Sclerurus guatemalensis,Fleckenbrust-Laubwender,Scaly-throated Leaftosser
5418,Sclerurus mexicanus,Rostkehl-Laubwender,Middle American Leaftosser
5419,Sclerurus obscurior,Braunkehl-Laubwender,South American Leaftosser
5420,Sclerurus rufigularis,Kurzschnabel-Laubwender,Short-billed Leaftosser
5421,Sclerurus scansor,Schuppenkehl-Laubwender,Rufous-breasted Leaftosser
5422,Scolopax bukidnonensis,Bukidnonschnepfe,Bukidnon Woodcock
5423,Scolopax minor,Kanadaschnepfe,American Woodcock
5424,Scolopax rusticola,Waldschnepfe,Eurasian Woodcock
5425,Scopus umbretta,Hammerkopf,Hamerkop
5426,Scotocerca inquieta,Wüstendickichtsänger,Scrub Warbler
5427,Scudderia curvicauda,Curve-tailed Bush Katydid,Curve-tailed Bush Katydid
5428,Scudderia furcata,Fork-tailed Bush Katydid,Fork-tailed Bush Katydid
5429,Scudderia texensis,Texas Bush Katydid,Texas Bush Katydid
5430,Scytalopus acutirostris,Grautapaculo,Tschudi's Tapaculo
5431,Scytalopus affinis,Ancashtapaculo,Ancash Tapaculo
5432,Scytalopus altirostris,Neblinatapaculo,Neblina Tapaculo
5433,Scytalopus alvarezlopezi,Tatamátapaculo,Tatama Tapaculo
5434,Scytalopus androstictus,Lojatapaculo,Loja Tapaculo
5435,Scytalopus argentifrons,Silberbrauentapaculo,Silvery-fronted Tapaculo
5436,Scytalopus atratus,Weißscheiteltapaculo,White-crowned Tapaculo
5437,Scytalopus bolivianus,Weißkronentapaculo,Bolivian Tapaculo
5438,Scytalopus canus,Antioquiatapaculo,Paramillo Tapaculo
5439,Scytalopus caracae,Caracastapaculo,Caracas Tapaculo
5440,Scytalopus chocoensis,Chocótapaculo,Choco Tapaculo
5441,Scytalopus diamantinensis,Diamantinatapaculo,Diamantina Tapaculo
5442,Scytalopus femoralis,Schieferrückentapaculo,Rufous-vented Tapaculo
5443,Scytalopus frankeae,Nebelwaldtapaculo,Jalca Tapaculo
5444,Scytalopus fuscus,Rußtapaculo,Dusky Tapaculo
5445,Scytalopus griseicollis,Rostbürzeltapaculo,Pale-bellied Tapaculo
5446,Scytalopus intermedius,Utcubambatapaculo,Utcubamba Tapaculo
5447,Scytalopus iraiensis,Flussauentapaculo,Marsh Tapaculo
5448,Scytalopus latebricola,Hellkehltapaculo,Brown-rumped Tapaculo
5449,Scytalopus latrans,Schwarztapaculo,Blackish Tapaculo
5450,Scytalopus macropus,Großfußtapaculo,Large-footed Tapaculo
5451,Scytalopus magellanicus,Magellantapaculo,Magellanic Tapaculo
5452,Scytalopus meridanus,Méridatapaculo,Merida Tapaculo
5453,Scytalopus micropterus,Dunkelrückentapaculo,Long-tailed Tapaculo
5454,Scytalopus novacapitalis,Brasiliatapaculo,Brasilia Tapaculo
5455,Scytalopus opacus,Kordillerentapaculo,Paramo Tapaculo
5456,Scytalopus pachecoi,Planalto-Tapaculo,Planalto Tapaculo
5457,Scytalopus parkeri,Bambustapaculo,Chusquea Tapaculo
5458,Scytalopus parvirostris,Trillertapaculo,Trilling Tapaculo
5459,Scytalopus perijanus,Perijátapaculo,Perija Tapaculo
5460,Scytalopus petrophilus,Felstapaculo,Rock Tapaculo
5461,Scytalopus robbinsi,Robbinstapaculo,Ecuadorian Tapaculo
5462,Scytalopus rodriguezi,Magdalenatapaculo,Magdalena Tapaculo
5463,Scytalopus sanctaemartae,Santa-Marta-Tapaculo,Santa Marta Tapaculo
5464,Scytalopus schulenbergi,Diademtapaculo,Diademed Tapaculo
5465,Scytalopus simonsi,Punatapaculo,Puna Tapaculo
5466,Scytalopus speluncae,Maustapaculo,Mouse-coloured Tapaculo
5467,Scytalopus spillmanni,Roststeißtapaculo,Spillmann's Tapaculo
5468,Scytalopus stilesi,Stilestapaculo,Stiles's Tapaculo
5469,Scytalopus superciliaris,Weißbrauentapaculo,White-browed Tapaculo
5470,Scytalopus unicolor,Hellbauchtapaculo,Unicoloured Tapaculo
5471,Scytalopus urubambae,Vilcabambatapaculo,Vilcabamba Tapaculo
5472,Scytalopus vicinior,Nariñotapaculo,Nariño Tapaculo
5473,Scytalopus zimmeri,Graukehltapaculo,Zimmer's Tapaculo
5474,Scythrops novaehollandiae,Nashornkuckuck,Channel-billed Cuckoo
5475,Seiurus aurocapilla,Pieperwaldsänger,Ovenbird
5476,Selasphorus calliope,Sternelfe,Calliope Hummingbird
5477,Selasphorus ellioti,Elliotelfe,Wine-throated Hummingbird
5478,Selasphorus heloisa,Rosenkehlelfe,Bumblebee Hummingbird
5479,Selasphorus platycercus,Breitschwanzelfe,Broad-tailed Hummingbird
5480,Selasphorus rufus,Rotrücken-Zimtelfe,Rufous Hummingbird
5481,Selasphorus sasin,Grünrücken-Zimtelfe,Allen's Hummingbird
5482,Selenidera gouldii,Gouldarassari,Gould's Toucanet
5483,Selenidera maculirostris,Fleckenarassari,Spot-billed Toucanet
5484,Selenidera piperivora,Pfefferarassari,Guianan Toucanet
5485,Selenidera reinwardtii,Reinwardtarassari,Golden-collared Toucanet
5486,Selenidera spectabilis,Gelbohrarassari,Yellow-eared Toucanet
5487,Seleucidis melanoleucus,Fadenparadiesvogel,Twelve-wired Bird-of-Paradise
5488,Semioptera wallacii,Bänderparadiesvogel,Standardwing Bird-of-Paradise
5489,Semnornis frantzii,Aztekenbartvogel,Prong-billed Barbet
5490,Semnornis ramphastinus,Tukanbartvogel,Toucan Barbet
5491,Sephanoides sephaniodes,Chilekolibri,Green-backed Firecrown
5492,Sericornis citreogularis,Yellow-throated Scrubwren,Yellow-throated Scrubwren
5493,Sericornis frontalis,Weißbrauensericornis,White-browed Scrubwren
5494,Sericornis humilis,Tasmansericornis,Tasmanian Scrubwren
5495,Sericornis magnirostra,Fahlstirnsericornis,Large-billed Scrubwren
5496,Sericornis papuensis,Papuasericornis,Papuan Scrubwren
5497,Sericossypha albocristata,Weißkappentangare,White-capped Tanager
5498,Serilophus lunatus,Schwarzbrauen-Breitrachen,Silver-breasted Broadbill
5499,Serinus alario,Alariogirlitz,Black-headed Canary
5500,Serinus canaria,Kanarengirlitz,Atlantic Canary
5501,Serinus canicollis,Gelbscheitelgirlitz,Cape Canary
5502,Serinus flavivertex,Gelbstirngirlitz,Yellow-crowned Canary
5503,Serinus pusillus,Rotstirngirlitz,Red-fronted Serin
5504,Serinus serinus,Girlitz,European Serin
5505,Serpophaga cinerea,Sturzbach-Kleintyrann,Torrent Tyrannulet
5506,Serpophaga griseicapilla,Grauscheitel-Kleintyrann,Straneck's Tyrannulet
5507,Serpophaga hypoleuca,Uferkleintyrann,River Tyrannulet
5508,Serpophaga munda,White-bellied Tyrannulet,White-bellied Tyrannulet
5509,Serpophaga nigricans,Rußkleintyrann,Sooty Tyrannulet
5510,Serpophaga subcristata,Weißscheitel-Kleintyrann,White-crested Tyrannulet
5511,Setopagis parvula,Zwergnachtschwalbe,Little Nightjar
5512,Setophaga adelaidae,Antillenwaldsänger,Adelaide's Warbler
5513,Setophaga americana,Meisenwaldsänger,Northern Parula
5514,Setophaga caerulescens,Blaurücken-Waldsänger,Black-throated Blue Warbler
5515,Setophaga castanea,Braunkehl-Waldsänger,Bay-breasted Warbler
5516,Setophaga cerulea,Blauwaldsänger,Cerulean Warbler
5517,Setophaga chrysoparia,Goldwangen-Waldsänger,Golden-cheeked Warbler
5518,Setophaga citrina,Kapuzenwaldsänger,Hooded Warbler
5519,Setophaga coronata,Kronenwaldsänger,Yellow-rumped Warbler
5520,Setophaga discolor,Rotmantel-Waldsänger,Prairie Warbler
5521,Setophaga dominica,Goldkehl-Waldsänger,Yellow-throated Warbler
5522,Setophaga fusca,Fichtenwaldsänger,Blackburnian Warbler
5523,Setophaga graciae,Arizonawaldsänger,Grace's Warbler
5524,Setophaga kirtlandii,Michiganwaldsänger,Kirtland's Warbler
5525,Setophaga magnolia,Magnolienwaldsänger,Magnolia Warbler
5526,Setophaga nigrescens,Trauerwaldsänger,Black-throated Grey Warbler
5527,Setophaga occidentalis,Einsiedelwaldsänger,Hermit Warbler
5528,Setophaga palmarum,Palmenwaldsänger,Palm Warbler
5529,Setophaga pensylvanica,Gelbscheitel-Waldsänger,Chestnut-sided Warbler
5530,Setophaga petechia,Goldwaldsänger,Yellow Warbler
5531,Setophaga pinus,Kiefernwaldsänger,Pine Warbler
5532,Setophaga pitiayumi,Elfenwaldsänger,Tropical Parula
5533,Setophaga pityophila,Kubawaldsänger,Olive-capped Warbler
5534,Setophaga ruticilla,Rotschwanz-Waldsänger,American Redstart
5535,Setophaga striata,Streifenwaldsänger,Blackpoll Warbler
5536,Setophaga tigrina,Tigerwaldsänger,Cape May Warbler
5537,Setophaga townsendi,Townsendwaldsänger,Townsend's Warbler
5538,Setophaga virens,Grünmantel-Waldsänger,Black-throated Green Warbler
5539,Sheppardia gunningi,Blauflügelrötel,East Coast Akalat
5540,Sheppardia sharpei,Braunbruströtel,Sharpe's Akalat
5541,Sholicola albiventris,Weißbauchschmätzer,White-bellied Sholakili
5542,Sholicola major,Nilgirischmätzer,Nilgiri Sholakili
5543,Sialia currucoides,Berghüttensänger,Mountain Bluebird
5544,Sialia mexicana,Blaukehl-Hüttensänger,Western Bluebird
5545,Sialia sialis,Rotkehl-Hüttensänger,Eastern Bluebird
5546,Sicalis auriventris,Goldbauch-Gilbtangare,Greater Yellow-Finch
5547,Sicalis citrina,Zitronengilbtangare,Stripe-tailed Yellow-Finch
5548,Sicalis flaveola,Safrangilbtangare,Saffron Finch
5549,Sicalis lebruni,Magellangilbtangare,Patagonian Yellow-Finch
5550,Sicalis luteocephala,Graunacken-Gilbtangare,Citron-headed Yellow-Finch
5551,Sicalis luteola,Kurzschnabel-Gilbtangare,Grassland Yellow-Finch
5552,Sicalis olivascens,Olivbrust-Gilbtangare,Greenish Yellow-Finch
5553,Sicalis uropygialis,Goldbürzel-Gilbtangare,Bright-rumped Yellow-Finch
5554,Sinosuthora webbiana,Braunkopf-Papageimeise,Vinous-throated Parrotbill
5555,Siphonorhis brewsteri,Haitinachtschwalbe,Least Pauraque
5556,Sipia berlepschi,Kurzschwanz-Ameisenvogel,Stub-tailed Antbird
5557,Sipia laemosticta,Grauscheitel-Ameisenvogel,Dull-mantled Antbird
5558,Sipia nigricauda,Chocóameisenvogel,Esmeraldas Antbird
5559,Sipia palliata,Magdalenaameisenvogel,Magdalena Antbird
5560,Siren,Siren,Siren
5561,Sirystes albocinereus,Halsband-Kappentyrann,White-rumped Sirystes
5562,Sirystes albogriseus,Grauschulter-Kappentyrann,Choco Sirystes
5563,Sirystes sibilator,Olivrücken-Kappentyrann,Sibilant Sirystes
5564,Sitta canadensis,Rotbrustkleiber,Red-breasted Nuthatch
5565,Sitta carolinensis,Weißbrustkleiber,White-breasted Nuthatch
5566,Sitta cinnamoventris,Zimtbauchkleiber,Chestnut-bellied Nuthatch
5567,Sitta europaea,Kleiber,Eurasian Nuthatch
5568,Sitta frontalis,Samtstirnkleiber,Velvet-fronted Nuthatch
5569,Sitta himalayensis,Weißschwanzkleiber,White-tailed Nuthatch
5570,Sitta krueperi,Türkenkleiber,Krüper's Nuthatch
5571,Sitta magna,Riesenkleiber,Giant Nuthatch
5572,Sitta nagaensis,Rostflankenkleiber,Chestnut-vented Nuthatch
5573,Sitta neumayer,Felsenkleiber,Western Rock Nuthatch
5574,Sitta pusilla,Braunkopfkleiber,Brown-headed Nuthatch
5575,Sitta pygmaea,Zwergkleiber,Pygmy Nuthatch
5576,Sitta tephronota,Klippenkleiber,Eastern Rock Nuthatch
5577,Sitta villosa,Chinakleiber,Snowy-browed Nuthatch
5578,Sitta whiteheadi,Korsenkleiber,Corsican Nuthatch
5579,Sitta yunnanensis,Yunnankleiber,Yunnan Nuthatch
5580,Sittasomus griseicapillus,Dünnschnabel-Baumsteiger,Olivaceous Woodcreeper
5581,Sittiparus castaneoventris,Taiwanbuntmeise,Chestnut-bellied Tit
5582,Sittiparus owstoni,Izuinseln-Buntmeise,Owston's Tit
5583,Sittiparus varius,Buntmeise,Varied Tit
5584,Smicrornis brevirostris,Stutzschnabel,Weebill
5585,Smithornis capensis,Schwarzscheitel-Breitrachen,African Broadbill
5586,Smithornis rufolateralis,Weißbinden-Breitrachen,Rufous-sided Broadbill
5587,Snowornis subalaris,Schwarzkronenkotinga,Grey-tailed Piha
5588,Somateria mollissima,Eiderente,Common Eider
5589,Somateria spectabilis,Prachteiderente,King Eider
5590,Spartonoica maluroides,Strichelrücken-Dickichtschlüpfer,Bay-capped Wren-Spinetail
5591,Spatula clypeata,Löffelente,Northern Shoveler
5592,Spatula cyanoptera,Zimtente,Cinnamon Teal
5593,Spatula discors,Blauflügelente,Blue-winged Teal
5594,Spatula platalea,Fuchslöffelente,Red Shoveler
5595,Spatula puna,Punaente,Puna Teal
5596,Spatula querquedula,Knäkente,Garganey
5597,Spea bombifrons,Plains Spadefoot,Plains Spadefoot
5598,Spelaeornis caudatus,Rotkehl-Zaunkönigtimalie,Rufous-throated Wren-Babbler
5599,Spelaeornis oatesi,Perlen-Zaunkönigtimalie,Chin Hills Wren-Babbler
5600,Spelaeornis troglodytoides,Binden-Zaunkönigtimalie,Bar-winged Wren-Babbler
5601,Spermestes cucullata,Kleinelsterchen,Bronze Mannikin
5602,Spermophaga haematina,Rotbrust-Samenknacker,Western Bluebill
5603,Sphecotheres vieilloti,Feigenpirol,Australasian Figbird
5604,Spheniscus demersus,Brillenpinguin,African Penguin
5605,Spheniscus magellanicus,Magellanpinguin,Magellanic Penguin
5606,Sphenoeacus afer,Kap-Bülbülgrasmücke,Cape Grassbird
5607,Sphenopsis frontalis,Olivrücken-Finkentangare,Oleaginous Hemispingus
5608,Sphenopsis melanotis,Schwarzohr-Finkentangare,Black-eared Hemispingus
5609,Sphyrapicus nuchalis,Rotnacken-Saftlecker,Red-naped Sapsucker
5610,Sphyrapicus ruber,Feuerkopf-Saftlecker,Red-breasted Sapsucker
5611,Sphyrapicus thyroideus,Kiefernsaftlecker,Williamson's Sapsucker
5612,Sphyrapicus varius,Gelbbauch-Saftlecker,Yellow-bellied Sapsucker
5613,Spiloptila clamans,Schuppenkopfsänger,Cricket Longtail
5614,Spilornis cheela,Haubenschlangenadler,Crested Serpent-Eagle
5615,Spilornis holospilus,Philippinenschlangenadler,Philippine Serpent-Eagle
5616,Spindalis zena,Kuba-Streifenkopftangare,Western Spindalis
5617,Spinus atratus,Schwarzzeisig,Black Siskin
5618,Spinus barbatus,Bartzeisig,Black-chinned Siskin
5619,Spinus crassirostris,Dickschnabelzeisig,Thick-billed Siskin
5620,Spinus cucullatus,Kapuzenzeisig,Red Siskin
5621,Spinus lawrencei,Maskenzeisig,Lawrence's Goldfinch
5622,Spinus magellanicus,Magellanzeisig,Hooded Siskin
5623,Spinus notatus,Schwarzbrustzeisig,Black-headed Siskin
5624,Spinus olivaceus,Olivzeisig,Olivaceous Siskin
5625,Spinus pinus,Fichtenzeisig,Pine Siskin
5626,Spinus psaltria,Mexikozeisig,Lesser Goldfinch
5627,Spinus spinescens,Andenzeisig,Andean Siskin
5628,Spinus spinus,Erlenzeisig,Eurasian Siskin
5629,Spinus tristis,Goldzeisig,American Goldfinch
5630,Spinus xanthogastrus,Gelbbauchzeisig,Yellow-bellied Siskin
5631,Spiza americana,Rotschulterkardinal,Dickcissel
5632,Spizaetus isidori,Kastanienbauchadler,Black-and-chestnut Eagle
5633,Spizaetus melanoleucus,Elsteradler,Black-and-white Hawk-Eagle
5634,Spizaetus ornatus,Prachtadler,Ornate Hawk-Eagle
5635,Spizaetus tyrannus,Tyrannenadler,Black Hawk-Eagle
5636,Spizella atrogularis,Schwarzkinnammer,Black-chinned Sparrow
5637,Spizella breweri,Blassammer,Brewer's Sparrow
5638,Spizella pallida,Fahlammer,Clay-coloured Sparrow
5639,Spizella passerina,Schwirrammer,Chipping Sparrow
5640,Spizella pusilla,Klapperammer,Field Sparrow
5641,Spizella wortheni,Mexikoammer,Worthen's Sparrow
5642,Spizelloides arborea,Baumammer,American Tree Sparrow
5643,Spiziapteryx circumcincta,Tropfenfalke,Spot-winged Falconet
5644,Spizixos canifrons,Finkenbülbül,Crested Finchbill
5645,Spizixos semitorques,Halsbandbülbül,Collared Finchbill
5646,Spodiopsar cineraceus,Weißwangenstar,White-cheeked Starling
5647,Spodiopsar sericeus,Seidenstar,Red-billed Starling
5648,Spodiornis rusticus,Schieferammertangare,Slaty Finch
5649,Sporathraupis cyanocephala,Blaukopftangare,Blue-capped Tanager
5650,Sporophila albogularis,Weißkehlspelzer,White-throated Seedeater
5651,Sporophila angolensis,Braunbauchspelzer,Chestnut-bellied Seed-Finch
5652,Sporophila atrirostris,Schwarzschnabelspelzer,Black-billed Seed-Finch
5653,Sporophila bouvreuil,Orangespelzer,Copper Seedeater
5654,Sporophila bouvronides,Weißbartspelzer,Lesson's Seedeater
5655,Sporophila caerulescens,Schmuckspelzer,Double-collared Seedeater
